,bron_naam,type_bron,MWcapaciteit,capfactor,volfactor,status,Brontemperatuur,Uitkoppel_min,Uitkoppel_max,Productiekosten,targetGMC,xcor,ycor
192,EPZ NV Conventional Operations,Nucleair,349.8,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.09435053050730023,0.2511860751936317
193,ESA BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6923718046637469,0.5234795066033602
194,ESD-SIC BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9365690865598213,0.9346820030463479
195,ESKA Graphic Board BV Hoogezand,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8832353230205741,0.8842769613310857
196,ESKA Graphic Board BV Sappemeer,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8973085597268367,0.8843099446066486
197,Essent Power BV Amer,Gasturbine,1039.5,,,Optie C,70.0,220.25454545454545,250.0,2.0090909090909093,,0.39350950710756255,0.34804146388416135
198,Essent Power BV Moerdijk,STEG,412.17,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.32423875389284484,0.34017825098996
199,Essent Stadsverwarming Breda,Gasturbine,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.3723844377382159,0.31487348197808385
200,Essent Stadsverwarming Tilburg,Gasturbine,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4395556161794587,0.3051500123421335
201,Essent WKC Enschede,Gasturbine,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9108569027397306,0.5365540770365037
202,Esso Nederland BV Raffinaderij Rotterdam,Raffinaderij,165.49,,,Optie B,80.0,200.0,200.0,2.0,,0.250590082989233,0.4097531724623943
203,Eurogen CV,Industrie,89.5,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.24047637044816478,0.41444339424744225
204,Eurogen CV,STEG,23.12,,,Optie B,80.0,220.25454545454545,250.0,2.0090909090909093,,0.24043072751830663,0.4164091974709926
205,Everris International BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7000664419223332,0.03466406443325334
206,Exploitatiemaatschappij J ter Horst BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8200236687445256,0.4341146197931708
207,Exportslachterij Clazing BV,Industrie,0.24,,,Optie B,80.0,200.0,200.0,2.0,,0.3315986763324714,0.4548973817253699
208,Exportslachterij J Gosschalk en Zn BV,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6931135022739419,0.582879087564632
209,ExxonMobil Chemical Holland BV RAP,Industrie,61.7,,,Optie B,80.0,200.0,200.0,2.0,,0.2503504576074777,0.41016546340693083
210,ExxonMobil Chemical Holland BV ROP van RPI,Industrie,8.45,,,Optie B,80.0,200.0,200.0,2.0,,0.22179319782622905,0.4309218387186796
211,ExxonMobil Chemical Holland BV RPP van RPI,Industrie,7.16,,,Optie B,80.0,200.0,200.0,2.0,,0.24854375830059264,0.41333185786097165
212,Farm Dairy BV,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5511830083025389,0.6380568092538494
213,Farm Frites BV,Industrie,2.78,,,Optie B,80.0,200.0,200.0,2.0,,0.215760723929977,0.39223245648336846
214,Flexoplast,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5490149691342767,0.8860910414870465
215,FMC Chemicals Netherlands BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9367288368143248,0.9399626254639721
216,Fokker Landing Gear,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6162698262802595,0.25493957195269257
217,Forbo Flooring BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.37609672936667865,0.6345341954237291
218,FrieslandCampina Bedum,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8433357951695752,0.9374789848140839
219,FrieslandCampina Born,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6527347236594325,0.10890611939784153
220,FrieslandCampina Butter Lochem,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8067834155081741,0.5168102882845367
221,FrieslandCampina Butter Noordwijk,Industrie,0.0,,,Optie B,80.0,200.0,200.0,2.0,,0.7577020516007111,0.88567875054251
222,FrieslandCampina Cheese Balkbrug,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7964909348251615,0.677392663690194
223,FrieslandCampina Cheese en Butter Rijkevoort,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6751796344171774,0.33197201202990423
224,FrieslandCampina Cheese Gerkesklooster,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7428833137067653,0.9103337490257964
225,FrieslandCampina Cheese Leerdam,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4623542596436042,0.4176130870290393
226,FrieslandCampina Cheese Marum,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.756956550413028,0.8745468950400227
227,FrieslandCampina Cheese Steenderen,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7475617140172256,0.4774942238135299
228,FrieslandCampina Cheese Wolvega,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6914969818414657,0.7807754426146265
229,FrieslandCampina Den Bosch,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.521134746145924,0.3388984998981185
230,FrieslandCampina Domo Beilen,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8265620184467055,0.7707485268434973
231,FrieslandCampina Domo Borculo,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8335986367998368,0.5003186505030741
232,FrieslandCampina Dronrijp,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6008196945232761,0.8921929474661877
233,FrieslandCampina Ede Riedel BV,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6042429142626372,0.4667086927044534
234,FrieslandCampina Kievit Meppel,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7386993784697683,0.709630517225397
235,FrieslandCampina Leeuwarden,BioWKK,16.83,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6460822666326074,0.8948316095112216
236,FrieslandCampina Limmen Ecomel,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.3592544882490216,0.6650041453887593
237,FrieslandCampina Lutjewinkel,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.40664706375173315,0.7356873049201079
238,FrieslandCampina Maasdam,Industrie,0.46,,,Optie B,80.0,200.0,200.0,2.0,,0.3159317406586617,0.37897317970707256
239,FrieslandCampina Professional Nuenen,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5830455769210151,0.2521524851676254
240,FrieslandCampina Rotterdam,Industrie,0.25,,,Optie B,80.0,200.0,200.0,2.0,,0.2822700798882767,0.43059200596305036
241,FrieslandCampina Veghel DMV International,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5726732211107507,0.313567344265792
242,FrieslandCampina Workum,Industrie,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5538455125442642,0.8121425376749684
243,FUJIFILM Manufacturing Europe BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4374560414059839,0.3072345553577104
244,Galvanisch Bedrijf Chromolux,Industrie,0.04,,,Optie B,80.0,200.0,200.0,2.0,,0.29101830811108864,0.41772852849350955
245,Galvano Hengelo BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8947829842746857,0.5487150107365542
246,gas WKK eneco,STEG,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5488247902598679,0.5268372040556659
247,Gasunie Alphen en Riel,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.42566875477011684,0.27622697800100443
248,Gasunie Beverwijk,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.36692630404267884,0.626324658136117
249,Gasunie Compressorstation Anna Paulowna,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.3794476811337644,0.7768669244604199
250,Gasunie Compressorstation Oldeboorn Fr,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6657505658239814,0.8432688548237008
251,Gasunie LNG,Industrie,0.7,,,Optie B,80.0,200.0,200.0,2.0,,0.19120863124378093,0.43708311459383403
252,Gasunie Mengstation Kootstertille Fr,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7156801275113084,0.8990765570761702
253,Gasunie Ravenstein,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6083431707948943,0.37510424148354143
254,Gasunie Spijk,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.911332349925753,0.9762442285831898
255,Gasunie Vilsteren/Ommen,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7878263853070896,0.6376742032573196
256,Gasunie Wieringermeer,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4498176682425659,0.7337907665752397
257,Gasunie Zweekhorst,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7183312210205692,0.4423175604256703
258,Georgia-Pacific Nederland BV,Industrie,0.0,,,Optie B,80.0,200.0,200.0,2.0,,0.659965324464461,0.3639657893259416
259,Gieterij Doesburg BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7307575086744503,0.4591852075485502
260,Givaudan Nederland BV Barneveld,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5857955634449686,0.5161836060488411
261,Givaudan Nederland BV Naarden,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4832130785887784,0.5634816232060758
262,Global Food Group BV eierverwerking,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6391217198292396,0.1973408778371564
263,GMB Slibverwerking Tiel BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5486574328503879,0.42439444848477675
264,GMB Slibverwerking Zutphen BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7466640697300153,0.5147290435965162
265,Gouda Refractories BV,Industrie,0.9,,,Optie B,80.0,200.0,200.0,2.0,,0.3542908196269479,0.46086075794714676
266,Greif Nederland BV,Industrie,0.34,,,Optie B,80.0,200.0,200.0,2.0,,0.2307392120784263,0.42244183857145157
267,Groen-Recycling Twente BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8527306315653777,0.5478145673136863
268,Grolsche Bierbrouwerij Nederland BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9076885226920774,0.5338164651647809
269,GTO Plating,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5082025826861151,0.34394494105924606
270,Gunvor Petroleum Rotterdam BV GPR,Raffinaderij,35.05,,,Optie B,80.0,200.0,200.0,2.0,,0.21684854709159623,0.43324056299075325
271,HAK,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4426136924799547,0.37895668806929106
272,Hartman BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5616466499725196,0.8997922941558856
273,Heineken Nederland BV Den Bosch,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5078222249372971,0.34549515501070355
274,Heineken Nederland BV Zoeterwoude,Industrie,5.14,,,Optie B,80.0,200.0,200.0,2.0,,0.3159317406586617,0.5064535397577782
275,Heiploeg BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7679831215512593,0.9498872930808563
276,HJ Heinz Holding BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6584438934691894,0.4231707689613922
277,Hochwald Nederland BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5680328565751722,0.8442682480732574
278,Holonite BV Halsteren,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.24419626923160395,0.2838362196733713
279,Holonite BV Tholen,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.23070497988103267,0.28961159122443947
280,Huhtamaki Nederland BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5756400115515304,0.8887297035320805
281,Hunter Douglas Europe BV,Industrie,0.81,,,Optie B,80.0,200.0,200.0,2.0,,0.3075638701846677,0.4227749696546371
282,Huntsman Holland BV,Industrie,0.11,,,Optie B,80.0,200.0,200.0,2.0,,0.23837679567468992,0.41607936471536333
283,HUWA-Vandersanden BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4890515700331333,0.3584147040487013
284,HVC Afvalcentrale Dordrecht,AVI,65.31,,,Optie B,80.0,500.0,500.0,2.0,,0.365994427558075,0.3877137477312477
285,HVC Alkmaar,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.3754501211936882,0.6791704622430357
286,Hyproca Dairy BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.8035503746432219,0.6425755180059702
287,Hyproca Lyempf BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6753698132915864,0.6568572763247168
288,ICL Fertilizers Europe CV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.40337598711189915,0.6039850855973479
289,IFF Nederland BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.44684707422429804,0.30253114026243727
290,IHC Krimpen Shipyard BV,Industrie,26.83,,,Optie B,80.0,200.0,200.0,2.0,,0.323265038055871,0.4214160587014446
291,IHC Sliedrecht BV,Industrie,0.07,,,Optie B,80.0,200.0,200.0,2.0,,0.3720725443841852,0.3909461087364144
292,IHC Smit BV,Industrie,0.39,,,Optie B,80.0,200.0,200.0,2.0,,0.33761213234128257,0.4136056190481439
293,Indorama Holdings Rotterdam BV,Industrie,22.65,,,Optie B,80.0,200.0,200.0,2.0,,0.19932926918104332,0.4430431924880546
294,INEOS Maastricht bv,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6221311391895435,0.04399503309000486
295,INEOS Styrenics Netherlands BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.3715058113384465,0.31231397979440084
296,Interchem BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6263911459763042,0.40183388799973596
297,Invista Nederland BV Rozenburg,Industrie,0.97,,,Optie B,80.0,200.0,200.0,2.0,,0.24005036976948874,0.4155516323063565
298,Invista Polyester BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.05139292635580551,0.2708671957220291
299,IOI-Loders Croklaan Oils BV,Industrie,1.55,,,Optie B,80.0,200.0,200.0,2.0,,0.1803342032050769,0.4460941454776252
300,JAZO Zevenaar BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7137555173022898,0.426822017566208
301,Johnson Matthey BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6247936434312689,0.04395215483177306
302,Kaasfabriek Eyssen BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.4372658625315749,0.6678407070871709
303,Kamp Coating Apeldoorn BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6926760908628012,0.5229451775392407
304,Katshaar Zuivel BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9094685969565452,0.6999400308650097
305,KBM Master Alloys BV Delfzijl,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9387675543479889,0.9372151186095805
306,KBM Master Alloys BV Oss,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.5788730524164827,0.3753450193951508
307,Keizersberg Diervoeders Elsendorp,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6371400559578982,0.30305557434388775
308,Keizersberg Diervoeders Elsendorp BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6460176058153083,0.27524077806167296
309,Kemira Chemicals BV,Industrie,1.01,,,Optie B,80.0,200.0,200.0,2.0,,0.221983376700638,0.42735304830277115
310,Kemira Rotterdam BV,Industrie,0.01,,,Optie B,80.0,200.0,200.0,2.0,,0.24282698133585948,0.4181243278002647
311,Keppel Verolme BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.25012985011316335,0.41690394660443647
312,Kisuma Chemicals BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9199056135841087,0.8670036199187817
313,Kleiwarenfabriek Fa?ade Beek BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6427731542178915,0.06728122563743001
314,Kleiwarenfabriek Joosten Kessel BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.7022611061330126,0.1882638804022394
315,Klesch Aluminium Delfzijl,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.9397678952273799,0.9403848113911776
316,Koch HC Partnership BV,Raffinaderij,7.4,,,Optie B,80.0,200.0,200.0,2.0,,0.23016106830022307,0.42399535085046536
317,Kok Gorinchem BV,Industrie,0.0,,,Optie B,80.0,200.0,200.0,2.0,,0.43304008794220794,0.39781652503617165
318,Koninklijke Eru Kaasfabriek BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.41170582181101134,0.4832333137614789
319,Koninklijke Mosa BV Wandtegelfabriek,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.6217393707082611,0.03561728109702188
320,Koninklijke Zeelandia,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.15150308584467934,0.32702452069546545
321,Koppers Netherlands BV,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.3952363312871959,0.5429000592548104
322,Kriek Lakspuit- en Moffelinrichting BV,Industrie,0.03,,,Optie B,80.0,200.0,200.0,2.0,,0.34207753231240484,0.5040853405723602
323,Lamb Weston / Meyer VOF Klooster Lidlum,,0.0,,,Optie B,70.0,220.25454545454545,250.0,2.0090909090909093,,0.570257949405757,0.9075136789651664
